,index,Medium_uniqueID,Value_g_l,Component,PubChem,Formula
1377,1513.0,MRL0000132,0.02,Methionine,6137.0,C5H11NO2S
1378,1514.0,MRL0000132,0.05,Phenylalanine,6140.0,C9H11NO2
1379,1515.0,MRL0000132,0.02,Uracil,1174.0,C4H4N2O2
1380,1516.0,MRL0000132,0.02,Adenine,190.0,C5H5N5
1395,1538.0,MRL0000142,20.0,Glucose,5793.0,C6H12O6
1396,1540.0,MRL0000142,20.0,Agar,71571511.0,C14H24O9
1397,1541.0,MRL0000142,0.29567247651626216,Adenine,9449.0,C10H12N10O4S
1398,1542.0,MRL0000142,0.2,Uracil,1174.0,C4H4N2O2
1399,1543.0,MRL0000142,0.4,Tryptophane,6305.0,C11H12N2O2
1400,1544.0,MRL0000142,0.16299775585825377,Histidine,66091.0,C6H10ClN3O2
1401,1545.0,MRL0000142,0.16634387164150766,Arginine,66250.0,C6H15ClN4O2
1402,1546.0,MRL0000142,0.3,Tyrosine,6057.0,C9H11NO3
1403,1547.0,MRL0000142,0.6,Leucine,6106.0,C6H13NO2
1404,1548.0,MRL0000142,0.2417738844785108,Lysine,69568.0,C6H15ClN2O2
1405,1549.0,MRL0000142,0.5,Phenylalanine,6140.0,C9H11NO2
1406,1550.0,MRL0000142,1.0,Glutamate,33032.0,C5H9NO4
1407,1551.0,MRL0000142,1.0,Asparagine,6267.0,C4H8N2O3
1408,1552.0,MRL0000142,1.5,Valine,6287.0,C5H11NO2
1409,1553.0,MRL0000142,2.0,Threonine,6288.0,C4H9NO3
1410,1554.0,MRL0000142,3.75,Serine,5951.0,C3H7NO3
1411,1555.0,MRL0000142,0.2,Methionine,6137.0,C5H11NO2S
1412,1556.0,MRL0000143,20.0,Glucose,5793.0,C6H12O6
1413,1558.0,MRL0000143,20.0,Agar,71571511.0,C14H24O9
1414,1559.0,MRL0000143,0.29567247651626216,Adenine,9449.0,C10H12N10O4S
1415,1560.0,MRL0000143,0.2,Uracil,1174.0,C4H4N2O2
1416,1561.0,MRL0000143,0.4,Tryptophane,6305.0,C11H12N2O2
1417,1562.0,MRL0000143,0.16299775585825377,Histidine,66091.0,C6H10ClN3O2
1418,1563.0,MRL0000143,0.16634387164150766,Arginine,66250.0,C6H15ClN4O2
1419,1564.0,MRL0000143,0.3,Tyrosine,6057.0,C9H11NO3
1420,1565.0,MRL0000143,0.6,Leucine,6106.0,C6H13NO2
1421,1566.0,MRL0000143,0.2417738844785108,Lysine,69568.0,C6H15ClN2O2
1422,1567.0,MRL0000143,0.5,Phenylalanine,6140.0,C9H11NO2
1423,1568.0,MRL0000143,1.0,Glutamate,33032.0,C5H9NO4
1424,1569.0,MRL0000143,1.0,Asparagine,6267.0,C4H8N2O3
1425,1570.0,MRL0000143,1.5,Valine,6287.0,C5H11NO2
1426,1571.0,MRL0000143,2.0,Threonine,6288.0,C4H9NO3
1427,1572.0,MRL0000143,3.75,Serine,5951.0,C3H7NO3
1428,1573.0,MRL0000143,0.2,Methionine,6137.0,C5H11NO2S
1429,1574.0,MRL0000143,0.0009142,Rapamycin,5284616.0,C51H79NO13
1430,1576.0,MRL0000144,20.0,Glucose,5793.0,C6H12O6
1432,1580.0,MRL0000145,20.0,Glucose,5793.0,C6H12O6
1434,1584.0,MRL0000146,20.0,Raffinose,439242.0,C18H32O16
1436,1588.0,MRL0000147,20.0,Galactose,6036.0,C6H12O6
1437,1590.0,MRL0000148,20.0,Agar,71571511.0,C14H24O9
1438,1591.0,MRL0000148,20.0,Glucose,5793.0,C6H12O6
1439,1592.0,MRL0000148,0.29567247651626216,Adenine,9449.0,C10H12N10O4S
1440,1593.0,MRL0000148,0.2,Uracil,1174.0,C4H4N2O2
1441,1594.0,MRL0000148,0.4,Tryptophane,6305.0,C11H12N2O2
1442,1595.0,MRL0000148,0.16299775585825377,Histidine,66091.0,C6H10ClN3O2
1443,1596.0,MRL0000148,0.16634387164150766,Arginine,66250.0,C6H15ClN4O2
1444,1597.0,MRL0000148,0.3,Tyrosine,6057.0,C9H11NO3
1445,1598.0,MRL0000148,0.6,Leucine,6106.0,C6H13NO2
1446,1599.0,MRL0000148,0.2417738844785108,Lysine,69568.0,C6H15ClN2O2
1447,1600.0,MRL0000148,0.5,Phenylalanine,6140.0,C9H11NO2
1448,1601.0,MRL0000148,1.0,Glutamate,33032.0,C5H9NO4
1449,1602.0,MRL0000148,1.0,Asparagine,6267.0,C4H8N2O3
1450,1603.0,MRL0000148,1.5,Valine,6287.0,C5H11NO2
1451,1604.0,MRL0000148,2.0,Threonine,6288.0,C4H9NO3
1452,1605.0,MRL0000148,3.75,Serine,5951.0,C3H7NO3
1453,1606.0,MRL0000148,0.2,Methionine,6137.0,C5H11NO2S
1454,1607.0,MRL0000141,15.0,Glucose,5793.0,C6H12O6
1458,1611.0,MRL0000141,0.0388458106540555,EDTA,8759.0,C10H14N2Na2O8
1468,1621.0,MRL0000141,0.00015,Biotin,171548.0,C10H16N2O3S
1469,1622.0,MRL0000141,0.0027476600209863588,pantothenate,443753.0,C18H32CaN2O10
1470,1623.0,MRL0000141,0.003,Nicotinic acid,938.0,C6H5NO2
1471,1624.0,MRL0000141,0.075,Inositol,892.0,C6H12O6
1472,1625.0,MRL0000141,0.002369404091313371,Thiamine,6202.0,C12H18Cl2N4OS
1473,1626.0,MRL0000141,0.0024828340789729625,Pyridoxine,6019.0,C8H12ClNO3
1474,1627.0,MRL0000141,0.0006,p-Aminobenzoic acid,978.0,C7H7NO2
1475,1628.0,MRL0000141,0.01,Ergosterol,444679.0,C28H44O
1476,1630.0,MRL0000141,2.84,Ethanol,702.0,C2H6O
1477,1631.0,MRL0000151,10.0,Succinic acid,1110.0,C4H6O4
1479,1634.0,MRL0000151,1.0,Proline,145742.0,C5H9NO2
1480,1635.0,MRL0000151,19.90909320280567,Glucose,22814120.0,C6H14O7
1482,1638.0,MRL0000158,2.0,Glucose,5793.0,C6H12O6
1483,1639.0,MRL0000158,0.02,Uracil,1174.0,C4H4N2O2
1484,1640.0,MRL0000158,0.02,Histidine,6274.0,C6H9N3O2
1485,1641.0,MRL0000158,0.02,Tryptophane,6305.0,C11H12N2O2
1486,1642.0,MRL0000158,0.03,Leucine,6106.0,C6H13NO2
1487,1644.0,MRL0000159,1.0,Proline,145742.0,C5H9NO2
1488,1645.0,MRL0000159,2.0,Glucose,5793.0,C6H12O6
1489,1646.0,MRL0000159,0.02,Uracil,1174.0,C4H4N2O2
1490,1647.0,MRL0000159,0.02,Histidine,6274.0,C6H9N3O2
1491,1648.0,MRL0000159,0.02,Tryptophane,6305.0,C11H12N2O2
1492,1649.0,MRL0000159,0.03,Leucine,6102.0,C9H14ClNO2
1493,1652.0,MRL0000156,5.0,Glucose,5793.0,C6H12O6
1494,1655.0,MRL0000157,20.0,Glucose,5793.0,C6H12O6
1495,1656.0,MRL0000161,2e-06,Biotin,171548.0,C10H16N2O3S
1496,1657.0,MRL0000161,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1497,1658.0,MRL0000161,2e-06,Folic acid,6037.0,C19H19N7O6
1498,1659.0,MRL0000161,0.002,Inositol,892.0,C6H12O6
1499,1660.0,MRL0000161,0.00039999999999999996,Niacin,938.0,C6H5NO2
1500,1661.0,MRL0000161,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1501,1662.0,MRL0000161,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1502,1663.0,MRL0000161,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1503,1664.0,MRL0000161,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1516,1679.0,MRL0000162,20.0,Glucose,5793.0,C6H12O6
1517,1682.0,MRL0000163,20.0,Glucose,5793.0,C6H12O6
1518,1683.0,MRL0000163,0.029567247651626216,Adenine,9449.0,C10H12N10O4S
1519,1686.0,MRL0000164,30.0,Glycerol,753.0,C3H8O3
1520,1687.0,MRL0000165,20.0,Glucose,5793.0,C6H12O6
1521,1688.0,MRL0000165,0.019,Adenine,190.0,C5H5N5
1522,1689.0,MRL0000165,0.074,Alanine,602.0,C3H7NO2
1523,1690.0,MRL0000165,0.074,Arginine,6322.0,C6H14N4O2
1524,1691.0,MRL0000165,0.074,Asparagine,6267.0,C4H8N2O3
1525,1692.0,MRL0000165,0.074,Aspartic acid,5960.0,C4H7NO4
1526,1693.0,MRL0000165,0.074,Cysteine,5862.0,C3H7NO2S
1527,1694.0,MRL0000165,0.074,Glutamine,5961.0,C5H10N2O3
1528,1695.0,MRL0000165,0.074,Glutamate,33032.0,C5H9NO4
1529,1696.0,MRL0000165,0.074,Glycine,750.0,C2H5NO2
1530,1697.0,MRL0000165,0.074,Histidine,6274.0,C6H9N3O2
1531,1698.0,MRL0000165,2.074,Inositol,892.0,C6H12O6
1532,1699.0,MRL0000165,0.074,Isoleucine,6306.0,C6H13NO2
1533,1700.0,MRL0000165,0.37,Leucine,6106.0,C6H13NO2
1534,1701.0,MRL0000165,0.074,Lysine,5962.0,C6H14N2O2
1535,1702.0,MRL0000165,0.074,Methionine,876.0,C5H11NO2S
1536,1703.0,MRL0000165,0.0742,p-Aminobenzoic acid,978.0,C7H7NO2
1537,1704.0,MRL0000165,0.074,Phenylalanine,6140.0,C9H11NO2
1538,1705.0,MRL0000165,0.074,Proline,145742.0,C5H9NO2
1539,1706.0,MRL0000165,0.074,Serine,5951.0,C3H7NO3
1540,1707.0,MRL0000165,0.074,Threonine,6288.0,C4H9NO3
1541,1708.0,MRL0000165,0.154,Tryptophane,6305.0,C11H12N2O2
1542,1709.0,MRL0000165,0.074,Tyrosine,6057.0,C9H11NO3
1543,1710.0,MRL0000165,0.154,Uracil,1174.0,C4H4N2O2
1544,1711.0,MRL0000165,0.074,Valine,6287.0,C5H11NO2
1545,1712.0,MRL0000165,2e-06,Biotin,171548.0,C10H16N2O3S
1546,1713.0,MRL0000165,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1547,1714.0,MRL0000165,2e-06,Folic acid,6037.0,C19H19N7O6
1548,1715.0,MRL0000165,0.00039999999999999996,Niacin,938.0,C6H5NO2
1549,1716.0,MRL0000165,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1550,1717.0,MRL0000165,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1551,1718.0,MRL0000165,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1564,1731.0,MRL0000166,2e-06,Biotin,171548.0,C10H16N2O3S
1565,1732.0,MRL0000166,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1566,1733.0,MRL0000166,2e-06,Folic acid,6037.0,C19H19N7O6
1567,1734.0,MRL0000166,0.002,Inositol,892.0,C6H12O6
1568,1735.0,MRL0000166,0.00039999999999999996,Niacin,938.0,C6H5NO2
1569,1736.0,MRL0000166,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1570,1737.0,MRL0000166,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1571,1738.0,MRL0000166,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1572,1739.0,MRL0000166,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1584,1751.0,MRL0000167,2e-06,Biotin,171548.0,C10H16N2O3S
1585,1752.0,MRL0000167,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1586,1753.0,MRL0000167,2e-06,Folic acid,6037.0,C19H19N7O6
1587,1754.0,MRL0000167,0.002,Inositol,892.0,C6H12O6
1588,1755.0,MRL0000167,0.00039999999999999996,Niacin,938.0,C6H5NO2
1589,1756.0,MRL0000167,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1590,1757.0,MRL0000167,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1591,1758.0,MRL0000167,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1592,1759.0,MRL0000167,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1602,1772.0,MRL0000150,10.0,Succinic acid,1110.0,C4H6O4
1605,1776.0,MRL0000150,20.0,Glucose,5793.0,C6H12O6
1606,1779.0,MRL0000154,20.0,Glucose,5793.0,C6H12O6
1607,1780.0,MRL0000154,0.019,Adenine,190.0,C5H5N5
1608,1781.0,MRL0000154,0.074,Alanine,602.0,C3H7NO2
1609,1782.0,MRL0000154,0.074,Arginine,6322.0,C6H14N4O2
1610,1783.0,MRL0000154,0.074,Asparagine,6267.0,C4H8N2O3
1611,1784.0,MRL0000154,0.074,Aspartic acid,5960.0,C4H7NO4
1612,1785.0,MRL0000154,0.074,Cysteine,5862.0,C3H7NO2S
1613,1786.0,MRL0000154,0.074,Glutamine,5961.0,C5H10N2O3
1614,1787.0,MRL0000154,0.074,Glutamate,33032.0,C5H9NO4
1615,1788.0,MRL0000154,0.074,Glycine,750.0,C2H5NO2
1616,1789.0,MRL0000154,0.074,Histidine,6274.0,C6H9N3O2
1617,1790.0,MRL0000154,2.074,Inositol,892.0,C6H12O6
1618,1791.0,MRL0000154,0.074,Isoleucine,6306.0,C6H13NO2
1619,1792.0,MRL0000154,0.37,Leucine,6106.0,C6H13NO2
1620,1793.0,MRL0000154,0.074,Lysine,5962.0,C6H14N2O2
1621,1794.0,MRL0000154,0.074,Methionine,876.0,C5H11NO2S
1622,1795.0,MRL0000154,0.0742,p-Aminobenzoic acid,978.0,C7H7NO2
1623,1796.0,MRL0000154,0.074,Phenylalanine,6140.0,C9H11NO2
1624,1797.0,MRL0000154,0.074,Proline,145742.0,C5H9NO2
1625,1798.0,MRL0000154,0.074,Serine,5951.0,C3H7NO3
1626,1799.0,MRL0000154,0.074,Threonine,6288.0,C4H9NO3
1627,1800.0,MRL0000154,0.154,Tryptophane,6305.0,C11H12N2O2
1628,1801.0,MRL0000154,0.074,Tyrosine,6057.0,C9H11NO3
1629,1802.0,MRL0000154,0.154,Uracil,1174.0,C4H4N2O2
1630,1803.0,MRL0000154,0.074,Valine,6287.0,C5H11NO2
1631,1804.0,MRL0000154,2e-06,Biotin,171548.0,C10H16N2O3S
1632,1805.0,MRL0000154,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1633,1806.0,MRL0000154,2e-06,Folic acid,6037.0,C19H19N7O6
1634,1807.0,MRL0000154,0.00039999999999999996,Niacin,938.0,C6H5NO2
1635,1808.0,MRL0000154,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1636,1809.0,MRL0000154,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1637,1810.0,MRL0000154,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1651,1825.0,MRL0000153,20.0,Glucose,5793.0,C6H12O6
1652,1826.0,MRL0000153,0.0067564999999999995,Adenine,190.0,C5H5N5
1653,1827.0,MRL0000153,0.0044545,Alanine,602.0,C3H7NO2
1654,1828.0,MRL0000153,0.008709999999999999,Arginine,6322.0,C6H14N4O2
1655,1829.0,MRL0000153,0.006606,Asparagine,6267.0,C4H8N2O3
1656,1830.0,MRL0000153,0.0066549999999999995,Aspartic acid,5960.0,C4H7NO4
1657,1831.0,MRL0000153,0.006057999999999999,Cysteine,5862.0,C3H7NO2S
1658,1832.0,MRL0000153,0.007306999999999998,Glutamine,5961.0,C5H10N2O3
1659,1833.0,MRL0000153,0.007356499999999999,Glutamate,33032.0,C5H9NO4
1660,1834.0,MRL0000153,0.0037534999999999995,Glycine,750.0,C2H5NO2
1661,1835.0,MRL0000153,0.0077575,Histidine,6274.0,C6H9N3O2
1662,1836.0,MRL0000153,0.006558499999999999,Isoleucine,6306.0,C6H13NO2
1663,1837.0,MRL0000153,0.006558499999999999,Leucine,6106.0,C6H13NO2
1664,1838.0,MRL0000153,0.007309499999999999,Lysine,5962.0,C6H14N2O2
1665,1839.0,MRL0000153,0.0074605,Methionine,876.0,C5H11NO2S
1666,1840.0,MRL0000153,0.0082595,Phenylalanine,6140.0,C9H11NO2
1667,1841.0,MRL0000153,0.0057564999999999995,Proline,145742.0,C5H9NO2
1668,1842.0,MRL0000153,0.0052545,Serine,5951.0,C3H7NO3
1669,1843.0,MRL0000153,0.0059559999999999995,Threonine,6288.0,C4H9NO3
1670,1844.0,MRL0000153,0.010211,Tryptophane,6305.0,C11H12N2O2
1671,1845.0,MRL0000153,0.0090595,Tyrosine,6057.0,C9H11NO3
1672,1846.0,MRL0000153,0.0056045,Uracil,1174.0,C4H4N2O2
1673,1847.0,MRL0000153,0.0058575,Valine,6287.0,C5H11NO2
1675,1852.0,MRL0000171,20.0,Glucose,5793.0,C6H12O6
1676,1853.0,MRL0000134,20.0,Glucose,5793.0,C6H12O6
1677,1854.0,MRL0000135,20.0,Glucose,5793.0,C6H12O6
1678,1855.0,MRL0000136,20.0,Glucose,5793.0,C6H12O6
1679,1856.0,MRL0000137,20.0,Glucose,5793.0,C6H12O6
1680,1857.0,MRL0000138,20.0,Glucose,5793.0,C6H12O6
1681,1858.0,MRL0000139,20.0,Glucose,5793.0,C6H12O6
1682,1859.0,MRL0000140,20.0,Glucose,5793.0,C6H12O6
1683,1656.0,MRL0000030,2e-06,Biotin,171548.0,C10H16N2O3S
1684,1657.0,MRL0000030,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1685,1658.0,MRL0000030,2e-06,Folic acid,6037.0,C19H19N7O6
1686,1659.0,MRL0000030,0.002,Inositol,892.0,C6H12O6
1687,1660.0,MRL0000030,0.00039999999999999996,Niacin,938.0,C6H5NO2
1688,1661.0,MRL0000030,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1689,1662.0,MRL0000030,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1690,1663.0,MRL0000030,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1691,1664.0,MRL0000030,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1704,1656.0,MRL0000040,2e-06,Biotin,171548.0,C10H16N2O3S
1705,1657.0,MRL0000040,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1706,1658.0,MRL0000040,2e-06,Folic acid,6037.0,C19H19N7O6
1707,1659.0,MRL0000040,0.002,Inositol,892.0,C6H12O6
1708,1660.0,MRL0000040,0.00039999999999999996,Niacin,938.0,C6H5NO2
1709,1661.0,MRL0000040,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1710,1662.0,MRL0000040,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1711,1663.0,MRL0000040,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1712,1664.0,MRL0000040,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1725,1656.0,MRL0000041,2e-06,Biotin,171548.0,C10H16N2O3S
1726,1657.0,MRL0000041,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1727,1658.0,MRL0000041,2e-06,Folic acid,6037.0,C19H19N7O6
1728,1659.0,MRL0000041,0.002,Inositol,892.0,C6H12O6
1729,1660.0,MRL0000041,0.00039999999999999996,Niacin,938.0,C6H5NO2
1730,1661.0,MRL0000041,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1731,1662.0,MRL0000041,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1732,1663.0,MRL0000041,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1733,1664.0,MRL0000041,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1746,1656.0,MRL0000042,2e-06,Biotin,171548.0,C10H16N2O3S
1747,1657.0,MRL0000042,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1748,1658.0,MRL0000042,2e-06,Folic acid,6037.0,C19H19N7O6
1749,1659.0,MRL0000042,0.002,Inositol,892.0,C6H12O6
1750,1660.0,MRL0000042,0.00039999999999999996,Niacin,938.0,C6H5NO2
1751,1661.0,MRL0000042,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1752,1662.0,MRL0000042,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1753,1663.0,MRL0000042,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1754,1664.0,MRL0000042,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1767,1656.0,MRL0000043,2e-06,Biotin,171548.0,C10H16N2O3S
1768,1657.0,MRL0000043,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1769,1658.0,MRL0000043,2e-06,Folic acid,6037.0,C19H19N7O6
1770,1659.0,MRL0000043,0.002,Inositol,892.0,C6H12O6
1771,1660.0,MRL0000043,0.00039999999999999996,Niacin,938.0,C6H5NO2
1772,1661.0,MRL0000043,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1773,1662.0,MRL0000043,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1774,1663.0,MRL0000043,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1775,1664.0,MRL0000043,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1788,1656.0,MRL0000050,2e-06,Biotin,171548.0,C10H16N2O3S
1789,1657.0,MRL0000050,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1790,1658.0,MRL0000050,2e-06,Folic acid,6037.0,C19H19N7O6
1791,1659.0,MRL0000050,0.002,Inositol,892.0,C6H12O6
1792,1660.0,MRL0000050,0.00039999999999999996,Niacin,938.0,C6H5NO2
1793,1661.0,MRL0000050,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1794,1662.0,MRL0000050,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1795,1663.0,MRL0000050,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1796,1664.0,MRL0000050,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1809,1656.0,MRL0000069,2e-06,Biotin,171548.0,C10H16N2O3S
1810,1657.0,MRL0000069,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1811,1658.0,MRL0000069,2e-06,Folic acid,6037.0,C19H19N7O6
1812,1659.0,MRL0000069,0.002,Inositol,892.0,C6H12O6
1813,1660.0,MRL0000069,0.00039999999999999996,Niacin,938.0,C6H5NO2
1814,1661.0,MRL0000069,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1815,1662.0,MRL0000069,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1816,1663.0,MRL0000069,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1817,1664.0,MRL0000069,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1830,1656.0,MRL0000070,2e-06,Biotin,171548.0,C10H16N2O3S
1831,1657.0,MRL0000070,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1832,1658.0,MRL0000070,2e-06,Folic acid,6037.0,C19H19N7O6
1833,1659.0,MRL0000070,0.002,Inositol,892.0,C6H12O6
1834,1660.0,MRL0000070,0.00039999999999999996,Niacin,938.0,C6H5NO2
1835,1661.0,MRL0000070,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1836,1662.0,MRL0000070,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1837,1663.0,MRL0000070,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1838,1664.0,MRL0000070,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1851,1656.0,MRL0000071,2e-06,Biotin,171548.0,C10H16N2O3S
1852,1657.0,MRL0000071,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1853,1658.0,MRL0000071,2e-06,Folic acid,6037.0,C19H19N7O6
1854,1659.0,MRL0000071,0.002,Inositol,892.0,C6H12O6
1855,1660.0,MRL0000071,0.00039999999999999996,Niacin,938.0,C6H5NO2
1856,1661.0,MRL0000071,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1857,1662.0,MRL0000071,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1858,1663.0,MRL0000071,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1859,1664.0,MRL0000071,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1872,1656.0,MRL0000072,2e-06,Biotin,171548.0,C10H16N2O3S
1873,1657.0,MRL0000072,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1874,1658.0,MRL0000072,2e-06,Folic acid,6037.0,C19H19N7O6
1875,1659.0,MRL0000072,0.002,Inositol,892.0,C6H12O6
1876,1660.0,MRL0000072,0.00039999999999999996,Niacin,938.0,C6H5NO2
1877,1661.0,MRL0000072,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1878,1662.0,MRL0000072,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1879,1663.0,MRL0000072,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1880,1664.0,MRL0000072,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1893,1656.0,MRL0000073,2e-06,Biotin,171548.0,C10H16N2O3S
1894,1657.0,MRL0000073,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1895,1658.0,MRL0000073,2e-06,Folic acid,6037.0,C19H19N7O6
1896,1659.0,MRL0000073,0.002,Inositol,892.0,C6H12O6
1897,1660.0,MRL0000073,0.00039999999999999996,Niacin,938.0,C6H5NO2
1898,1661.0,MRL0000073,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1899,1662.0,MRL0000073,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1900,1663.0,MRL0000073,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1901,1664.0,MRL0000073,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1914,1656.0,MRL0000075,2e-06,Biotin,171548.0,C10H16N2O3S
1915,1657.0,MRL0000075,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1916,1658.0,MRL0000075,2e-06,Folic acid,6037.0,C19H19N7O6
1917,1659.0,MRL0000075,0.002,Inositol,892.0,C6H12O6
1918,1660.0,MRL0000075,0.00039999999999999996,Niacin,938.0,C6H5NO2
1919,1661.0,MRL0000075,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1920,1662.0,MRL0000075,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
1921,1663.0,MRL0000075,0.00019999999999999998,Riboflavin,493570.0,C17H20N4O6
1922,1664.0,MRL0000075,0.0003159205455084494,Thiamine,6202.0,C12H18Cl2N4OS
1935,1656.0,MRL0000078,2e-06,Biotin,171548.0,C10H16N2O3S
1936,1657.0,MRL0000078,0.0003663546694648478,pantothenate,443753.0,C18H32CaN2O10
1937,1658.0,MRL0000078,2e-06,Folic acid,6037.0,C19H19N7O6
1938,1659.0,MRL0000078,0.002,Inositol,892.0,C6H12O6
1939,1660.0,MRL0000078,0.00039999999999999996,Niacin,938.0,C6H5NO2
1940,1661.0,MRL0000078,0.00019999999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
1941,1662.0,MRL0000078,0.00033104454386306164,Pyridoxine,6019.0,C8H12ClNO3
